date [-],day ahead price [PLN/MWh],imbalance price [PLN/MWh],load forecast [MWh],load actual [MWh],biomass [MWh],fossil brown coal/lignite [MWh],fossil coal-derived gas [MWh],fossil gas [MWh],fossil hard coal [MWh],fossil oil [MWh],hydro pumped storage [MWh],hydro run-of-river and poundage [MWh],hydro water reservoir [MWh],solar [MWh],wind onshore [MWh],total generation [MWh],renewable generation [MWh],non-renewable generation [MWh],solar's share in renewable [%],solar's share in total [%],wind's share in renewable [%],wind's share in total [%],renewable's share in total [%],non-renewable's share in total [%]
2022-09-27 18:00:00+02:00,216.37,1218.34,23000,22093,97,5525,55,854,10725,227,617,181,35,84,1929,20329,2846,17483,0.03,0,0.68,0.09,0.14,0.86
2022-09-27 19:00:00+02:00,234.24,1224.31,23300,22949,96,5514,55,1043,10954,225,1031,186,40,0,2054,21198,3311,17887,0,0,0.62,0.1,0.16,0.84
2022-09-27 20:00:00+02:00,219.22,1223.84,23050,22473,96,5504,56,844,10732,227,893,185,40,0,2055,20632,3173,17459,0,0,0.65,0.1,0.15,0.85
2022-09-27 21:00:00+02:00,199.8,1218.34,21650,20800,96,5405,55,771,10091,229,291,181,5,0,2074,19198,2551,16647,0,0,0.81,0.11,0.13,0.87
2022-09-27 22:00:00+02:00,199.74,995.22,19750,18984,97,5205,54,768,9138,228,0,155,0,0,1798,17443,1953,15490,0,0,0.92,0.1,0.11,0.89
2022-09-27 23:00:00+02:00,164.89,700.89,18400,17723,96,4708,53,777,8564,222,0,133,0,0,1498,16051,1631,14420,0,0,0.92,0.09,0.1,0.9
2022-09-28 00:00:00+02:00,164.2,998,17000,16680,97,4660,52,783,8206,220,0,111,0,0,1301,15430,1412,14018,0,0,0.92,0.08,0.09,0.91
2022-09-28 01:00:00+02:00,163.73,936.85,16300,16081,96,4656,53,773,7913,218,0,110,0,0,1212,15031,1322,13709,0,0,0.92,0.08,0.09,0.91
2022-09-28 02:00:00+02:00,144.38,924.35,15950,15743,96,4548,54,772,7899,220,0,110,0,0,1153,14852,1263,13589,0,0,0.91,0.08,0.09,0.91
2022-09-28 03:00:00+02:00,153.94,754.73,16000,15756,97,4474,55,772,7946,220,0,110,0,0,1194,14868,1304,13564,0,0,0.92,0.08,0.09,0.91
2022-09-28 04:00:00+02:00,165.05,924.35,16450,16102,96,4651,55,777,8018,221,0,110,0,0,1065,14993,1175,13818,0,0,0.91,0.07,0.08,0.92
2022-09-28 05:00:00+02:00,189.87,1213.33,17900,16947,96,4773,54,781,8571,220,0,110,0,0,958,15563,1068,14495,0,0,0.9,0.06,0.07,0.93
2022-09-28 06:00:00+02:00,246.43,1222.31,20650,19244,96,5421,54,813,9808,223,85,118,0,10,921,17549,1134,16415,0.01,0,0.81,0.05,0.06,0.94
2022-09-28 07:00:00+02:00,266.14,1262.8,21900,21021,97,5468,55,883,10442,224,706,126,38,275,906,19220,2051,17169,0.13,0.01,0.44,0.05,0.11,0.89
2022-09-28 08:00:00+02:00,223.58,1072.65,22650,21956,96,5488,55,763,10606,228,538,151,43,1167,889,20024,2788,17236,0.42,0.06,0.32,0.04,0.14,0.86
2022-09-28 09:00:00+02:00,214.43,1006.46,22650,21942,97,5339,56,740,10355,227,215,173,5,2319,750,20276,3462,16814,0.67,0.11,0.22,0.04,0.17,0.83
2022-09-28 10:00:00+02:00,169.96,678.54,22500,21452,96,5165,57,737,9860,222,0,152,0,3194,712,20195,4058,16137,0.79,0.16,0.18,0.04,0.2,0.8
2022-09-28 11:00:00+02:00,165.43,641.97,22500,21770,97,5168,56,695,9472,222,0,139,0,3944,734,20527,4817,15710,0.82,0.19,0.15,0.04,0.23,0.77
2022-09-28 12:00:00+02:00,163.73,611.77,22550,22042,96,5320,56,715,9085,217,0,126,0,4042,816,20473,4984,15489,0.81,0.2,0.16,0.04,0.24,0.76
2022-09-28 13:00:00+02:00,156.8,678.54,22550,21890,89,5245,56,705,9471,214,0,125,0,3735,846,20486,4706,15780,0.79,0.18,0.18,0.04,0.23,0.77
2022-09-28 14:00:00+02:00,156.84,913.35,22050,21558,87,5290,56,738,9815,216,0,125,0,3144,754,20225,4023,16202,0.78,0.16,0.19,0.04,0.2,0.8
2022-09-28 15:00:00+02:00,157.3,1031.39,22000,21642,87,5390,58,776,10133,216,9,125,0,2401,599,19794,3134,16660,0.77,0.12,0.19,0.03,0.16,0.84
2022-09-28 16:00:00+02:00,209.83,1263.8,21850,21596,86,5542,57,809,10467,216,264,125,0,1375,540,19481,2304,17177,0.6,0.07,0.23,0.03,0.12,0.88
2022-09-28 17:00:00+02:00,215.26,1265.3,21700,21665,89,5560,56,847,10715,217,806,125,0,529,524,19468,1984,17484,0.27,0.03,0.26,0.03,0.1,0.9
2022-09-28 18:00:00+02:00,247.5,1266.3,22800,22159,96,5597,52,849,11158,219,1099,137,38,101,594,19940,1969,17971,0.05,0.01,0.3,0.03,0.1,0.9
2022-09-28 19:00:00+02:00,272.19,1580.44,23100,23061,96,5681,52,911,11322,220,1514,157,43,0,682,20678,2396,18282,0,0,0.28,0.03,0.12,0.88
2022-09-28 20:00:00+02:00,261.64,1266.3,23000,22599,97,5567,50,858,11266,222,749,170,43,0,958,19980,1920,18060,0,0,0.5,0.05,0.1,0.9
2022-09-28 21:00:00+02:00,214.42,1259.8,21650,20871,97,5472,48,892,10678,229,290,170,5,0,1080,18961,1545,17416,0,0,0.7,0.06,0.08,0.92
2022-09-28 22:00:00+02:00,214.38,1114.25,19750,19141,97,5360,47,770,9587,231,0,143,0,0,1140,17375,1283,16092,0,0,0.89,0.07,0.07,0.93
2022-09-28 23:00:00+02:00,188.51,1011.46,18400,17772,96,5080,45,773,9095,233,0,141,0,0,1162,16625,1303,15322,0,0,0.89,0.07,0.08,0.92
2022-09-29 00:00:00+02:00,199.96,1090.24,16800,16737,96,4814,45,775,8634,232,0,116,0,0,1210,15922,1326,14596,0,0,0.91,0.08,0.08,0.92
2022-09-29 01:00:00+02:00,167.87,787.34,16100,16170,96,4681,45,770,8413,233,0,112,0,0,1193,15543,1305,14238,0,0,0.91,0.08,0.08,0.92
2022-09-29 02:00:00+02:00,167.86,764.85,15750,15914,96,4659,46,772,8221,233,0,112,0,0,1181,15320,1293,14027,0,0,0.91,0.08,0.08,0.92
2022-09-29 03:00:00+02:00,167.87,776.27,15800,16015,96,4696,49,781,8244,232,0,112,0,0,1100,15310,1212,14098,0,0,0.91,0.07,0.08,0.92
2022-09-29 04:00:00+02:00,192.43,1090.24,16250,16248,97,4721,52,783,8532,233,0,112,0,0,984,15514,1096,14418,0,0,0.9,0.06,0.07,0.93
2022-09-29 05:00:00+02:00,209.31,1317.04,17550,17074,96,4890,54,783,8934,234,0,112,0,0,872,15975,984,14991,0,0,0.89,0.05,0.06,0.94
2022-09-29 06:00:00+02:00,248.74,1280.26,20250,19411,96,5235,58,812,10126,236,10,125,0,15,818,17531,968,16563,0.02,0,0.85,0.05,0.06,0.94
2022-09-29 07:00:00+02:00,298.46,1585.19,21450,21243,96,5341,61,1098,10942,239,439,129,38,196,741,19320,1543,17777,0.13,0.01,0.48,0.04,0.08,0.92
2022-09-29 08:00:00+02:00,277.46,1587.19,22200,22186,93,5390,64,977,11325,236,479,159,43,742,591,20099,2014,18085,0.37,0.04,0.29,0.03,0.1,0.9
2022-09-29 09:00:00+02:00,248.16,1577.03,22200,22518,82,5313,63,769,11256,239,280,170,5,1561,502,20240,2518,17722,0.62,0.08,0.2,0.02,0.12,0.88
2022-09-29 10:00:00+02:00,210.71,1014.52,22050,22240,82,5222,63,608,10935,230,17,155,0,2455,453,20220,3080,17140,0.8,0.12,0.15,0.02,0.15,0.85
2022-09-29 11:00:00+02:00,209.03,1120.78,22150,22337,82,5184,61,654,10642,220,0,152,0,3067,428,20490,3647,16843,0.84,0.15,0.12,0.02,0.18,0.82
2022-09-29 12:00:00+02:00,209.47,1004.25,22200,22176,82,5150,61,720,10634,216,0,133,0,3145,412,20553,3690,16863,0.85,0.15,0.11,0.02,0.18,0.82
2022-09-29 13:00:00+02:00,208.65,1003.08,22200,22181,82,5146,62,836,10583,217,0,122,0,3306,367,20721,3795,16926,0.87,0.16,0.1,0.02,0.18,0.82
2022-09-29 14:00:00+02:00,209.37,1005.48,21650,21596,81,5142,60,877,10520,223,0,122,0,2801,359,20185,3282,16903,0.85,0.14,0.11,0.02,0.16,0.84
2022-09-29 15:00:00+02:00,210.01,1013.56,21650,21618,82,5114,60,915,10776,230,0,122,0,2221,344,19864,2687,17177,0.83,0.11,0.13,0.02,0.14,0.86
2022-09-29 16:00:00+02:00,211.65,1038.03,21650,21600,81,5109,60,914,11452,230,0,125,0,1501,293,19765,1919,17846,0.78,0.08,0.15,0.01,0.1,0.9
2022-09-29 17:00:00+02:00,245.59,1194.56,21550,21658,86,5207,61,955,11898,231,88,134,0,713,274,19647,1209,18438,0.59,0.04,0.23,0.01,0.06,0.94
2022-09-29 18:00:00+02:00,263.07,1200.25,22550,22051,97,5241,59,1028,12064,236,415,148,38,111,322,19759,1034,18725,0.11,0.01,0.31,0.02,0.05,0.95
2022-09-29 19:00:00+02:00,359.14,1578.19,22850,23028,96,5273,58,1301,12369,240,902,159,43,0,430,20871,1534,19337,0,0,0.28,0.02,0.07,0.93
2022-09-29 20:00:00+02:00,323.86,1205.75,22700,22497,96,5173,58,1166,12208,243,762,175,43,0,610,20534,1590,18944,0,0,0.38,0.03,0.08,0.92
2022-09-29 21:00:00+02:00,244.12,709.91,21400,20930,97,5096,56,939,11584,243,172,156,5,0,688,19036,1021,18015,0,0,0.67,0.04,0.05,0.95
2022-09-29 22:00:00+02:00,215,1040,19500,19395,96,5100,54,900,10265,240,0,141,0,0,686,17482,827,16655,0,0,0.83,0.04,0.05,0.95
2022-09-29 23:00:00+02:00,208.09,1189.03,18150,17984,96,4869,55,863,9381,238,0,138,0,0,721,16361,859,15502,0,0,0.84,0.04,0.05,0.95
2022-09-30 00:00:00+02:00,206.14,1023.98,16800,16839,97,4625,56,888,8884,235,0,122,0,0,727,15634,849,14785,0,0,0.86,0.05,0.05,0.95
2022-09-30 01:00:00+02:00,198.59,1091.1,16100,16291,96,4563,58,885,8577,234,0,119,0,0,655,15187,774,14413,0,0,0.85,0.04,0.05,0.95
2022-09-30 02:00:00+02:00,197.21,1122.97,15750,15997,97,4512,58,884,8440,236,0,116,0,0,595,14938,711,14227,0,0,0.84,0.04,0.05,0.95
2022-09-30 03:00:00+02:00,196.03,1137.71,15800,15975,97,4549,62,883,8430,232,0,115,0,0,507,14875,622,14253,0,0,0.82,0.03,0.04,0.96
2022-09-30 04:00:00+02:00,206.13,1142.18,16350,16358,97,4598,63,890,8782,233,0,115,0,0,418,15196,533,14663,0,0,0.78,0.03,0.04,0.96
2022-09-30 05:00:00+02:00,206.13,1412.72,17950,17133,97,4774,65,890,9466,231,7,115,0,0,338,15983,460,15523,0,0,0.73,0.02,0.03,0.97
2022-09-30 06:00:00+02:00,254.12,1398.96,20650,19563,97,5173,64,937,10696,235,76,129,38,22,321,17788,586,17202,0.04,0,0.55,0.02,0.03,0.97
2022-09-30 07:00:00+02:00,268.51,1569.72,21850,21431,97,5250,64,966,11511,235,655,133,43,318,292,19564,1441,18123,0.22,0.02,0.2,0.01,0.07,0.93
2022-09-30 08:00:00+02:00,200.71,1569.72,22450,22284,96,5232,62,958,11555,231,636,170,43,1135,265,20383,2249,18134,0.5,0.06,0.12,0.01,0.11,0.89
2022-09-30 09:00:00+02:00,137.32,1548.72,22450,22427,96,5239,63,921,11203,225,439,185,43,1979,239,20632,2885,17747,0.69,0.1,0.08,0.01,0.14,0.86
2022-09-30 10:00:00+02:00,144.03,1185.81,22350,22147,96,5225,61,854,11093,228,44,165,5,2559,132,20462,2905,17557,0.88,0.13,0.05,0.01,0.14,0.86
2022-09-30 11:00:00+02:00,134.68,1173.31,22450,22285,96,5175,58,847,11157,224,43,153,0,2856,113,20722,3165,17557,0.9,0.14,0.04,0.01,0.15,0.85
2022-09-30 12:00:00+02:00,85.57,1167.81,22500,22298,96,5128,57,841,11067,231,20,139,0,3002,122,20703,3283,17420,0.91,0.15,0.04,0.01,0.16,0.84
2022-09-30 13:00:00+02:00,79.72,1167.81,22500,22266,97,5157,57,859,11168,230,28,131,0,2919,130,20776,3208,17568,0.91,0.14,0.04,0.01,0.15,0.85
2022-09-30 14:00:00+02:00,102.83,1160.81,21950,21774,97,5137,57,882,11036,225,0,131,0,2477,138,20180,2746,17434,0.9,0.12,0.05,0.01,0.14,0.86
2022-09-30 15:00:00+02:00,137.32,1167.81,21950,21828,97,5147,56,931,11256,223,0,132,0,2087,180,20109,2399,17710,0.87,0.1,0.08,0.01,0.12,0.88
2022-09-30 16:00:00+02:00,134.68,1550.22,21950,21708,96,5166,52,935,11364,224,228,145,0,1310,190,19710,1873,17837,0.7,0.07,0.1,0.01,0.1,0.9
2022-09-30 17:00:00+02:00,194.24,1558.72,21950,21635,97,5188,53,967,11544,228,637,158,0,528,178,19578,1501,18077,0.35,0.03,0.12,0.01,0.08,0.92
2022-09-30 18:00:00+02:00,251.45,1564.72,23100,22051,96,5260,53,1064,11878,232,818,187,38,80,304,20010,1427,18583,0.06,0,0.21,0.02,0.07,0.93
2022-09-30 19:00:00+02:00,268.53,1561.72,23100,22734,96,5249,52,1136,11924,232,1220,196,43,0,573,20721,2032,18689,0,0,0.28,0.03,0.1,0.9
2022-09-30 20:00:00+02:00,247,1173.31,22850,21993,96,5126,51,966,11654,229,848,196,43,0,960,20169,2047,18122,0,0,0.47,0.05,0.1,0.9
2022-09-30 21:00:00+02:00,196.21,684.7,21400,20494,96,5076,51,834,10744,229,128,171,5,0,1602,18936,1906,17030,0,0,0.84,0.08,0.1,0.9
2022-09-30 22:00:00+02:00,206.26,759.81,19500,18942,96,5160,52,797,9088,230,0,160,0,0,2115,17698,2275,15423,0,0,0.93,0.12,0.13,0.87
2022-09-30 23:00:00+02:00,168.68,534.53,18150,17581,96,5159,56,818,7541,231,0,148,0,0,2167,16216,2315,13901,0,0,0.94,0.13,0.14,0.86
2022-10-01 00:00:00+02:00,191.97,918.16,16800,16450,90,4566,58,802,7254,233,0,131,0,0,2060,15194,2191,13003,0,0,0.94,0.14,0.14,0.86
2022-10-01 01:00:00+02:00,159.89,730.76,16200,15744,77,4402,58,774,7007,231,0,129,0,0,2017,14695,2146,12549,0,0,0.94,0.14,0.15,0.85
2022-10-01 02:00:00+02:00,132.91,597.3,15700,15327,77,4239,58,770,6707,230,0,129,0,0,2118,14328,2247,12081,0,0,0.94,0.15,0.16,0.84
2022-10-01 03:00:00+02:00,124.93,593.8,15600,15170,77,4205,60,766,6637,231,0,129,0,0,2240,14345,2369,11976,0,0,0.95,0.16,0.17,0.83
2022-10-01 04:00:00+02:00,117.52,558.25,15750,15282,77,4237,60,772,6521,230,0,129,0,0,2309,14335,2438,11897,0,0,0.95,0.16,0.17,0.83
2022-10-01 05:00:00+02:00,135.28,561.91,16100,15300,77,4260,59,779,6385,231,0,130,0,0,2272,14193,2402,11791,0,0,0.95,0.16,0.17,0.83
2022-10-01 06:00:00+02:00,126.66,619.28,17250,15904,77,4610,58,772,6842,233,0,143,0,16,2259,15010,2418,12592,0.01,0,0.93,0.15,0.16,0.84
2022-10-01 07:00:00+02:00,150.33,714.29,18550,16960,85,4701,58,772,6924,232,0,153,38,381,2319,15663,2891,12772,0.13,0.02,0.8,0.15,0.18,0.82
2022-10-01 08:00:00+02:00,174.43,812.72,19650,18429,96,4777,58,819,7046,238,145,167,43,1463,1933,16785,3751,13034,0.39,0.09,0.52,0.12,0.22,0.78
2022-10-01 09:00:00+02:00,144.39,829.42,20150,19090,85,4808,58,804,7072,231,419,175,43,2491,1384,17570,4512,13058,0.55,0.14,0.31,0.08,0.26,0.74
2022-10-01 10:00:00+02:00,124.72,829.42,20150,19133,77,4578,59,779,7265,232,249,175,5,3150,1342,17911,4921,12990,0.64,0.18,0.27,0.07,0.27,0.73
2022-10-01 11:00:00+02:00,105.48,773.31,20150,19116,76,4529,60,835,6981,231,45,163,0,3480,1699,18099,5387,12712,0.65,0.19,0.32,0.09,0.3,0.7
2022-10-01 12:00:00+02:00,103.54,757.17,20000,18783,77,4567,61,839,6723,228,0,143,0,3190,2175,18003,5508,12495,0.58,0.18,0.39,0.12,0.31,0.69
2022-10-01 13:00:00+02:00,100.82,748.25,19800,18658,77,4661,60,857,6509,226,0,141,0,2578,2636,17745,5355,12390,0.48,0.15,0.49,0.15,0.3,0.7
2022-10-01 14:00:00+02:00,103.45,730.76,19200,18479,77,4756,59,894,6548,223,0,140,0,1960,2902,17559,5002,12557,0.39,0.11,0.58,0.17,0.28,0.72
2022-10-01 15:00:00+02:00,105.45,765.95,18900,18525,77,4874,56,927,6918,221,0,139,0,1369,2906,17487,4414,13073,0.31,0.08,0.66,0.17,0.25,0.75
2022-10-01 16:00:00+02:00,141.24,773.31,18750,18538,84,4722,55,1045,7060,220,23,149,0,688,3001,17047,3861,13186,0.18,0.04,0.78,0.18,0.23,0.77
2022-10-01 17:00:00+02:00,184.61,893.04,18700,18557,97,4585,54,1126,7223,221,741,159,38,316,3063,17623,4317,13306,0.07,0.02,0.71,0.17,0.24,0.76
2022-10-01 18:00:00+02:00,204,1020.24,19850,19102,96,4463,54,1197,7499,227,1021,164,43,59,3033,17856,4320,13536,0.01,0,0.7,0.17,0.24,0.76
2022-10-01 19:00:00+02:00,204.03,803.3,20050,19640,96,4649,54,953,7802,226,1139,167,43,0,3098,18227,4447,13780,0,0,0.7,0.17,0.24,0.76
2022-10-01 20:00:00+02:00,197.89,801.52,19800,18941,97,4806,55,812,7038,225,1080,169,43,0,3142,17467,4434,13033,0,0,0.71,0.18,0.25,0.75
2022-10-01 21:00:00+02:00,184.57,900.34,18700,17895,96,4820,56,825,6346,224,874,176,5,0,2936,16358,3991,12367,0,0,0.74,0.18,0.24,0.76
2022-10-01 22:00:00+02:00,94.3,491.97,17350,16820,84,4859,57,816,5950,226,525,169,0,0,2822,15508,3516,11992,0,0,0.8,0.18,0.23,0.77
2022-10-01 23:00:00+02:00,97.13,471.65,16200,15633,76,4648,59,810,5546,226,123,143,0,0,3020,14651,3286,11365,0,0,0.92,0.21,0.22,0.78
2022-10-02 00:00:00+02:00,70.05,341.12,15100,14659,77,3678,59,843,5227,226,209,119,0,0,3367,13805,3695,10110,0,0,0.91,0.24,0.27,0.73
2022-10-02 01:00:00+02:00,70.82,335.6,14400,13842,77,3450,59,812,5075,227,110,116,0,0,3483,13409,3709,9700,0,0,0.94,0.26,0.28,0.72
2022-10-02 02:00:00+02:00,68.2,403.72,13950,13551,77,3441,59,804,5052,226,0,116,0,0,3843,13618,3959,9659,0,0,0.97,0.28,0.29,0.71
2022-10-02 03:00:00+02:00,64.24,398.57,13850,13385,77,3122,58,779,4847,223,0,116,0,0,4198,13420,4314,9106,0,0,0.97,0.31,0.32,0.68
2022-10-02 04:00:00+02:00,65.65,301.63,13900,13348,76,2901,58,781,4866,224,50,116,0,0,4339,13411,4505,8906,0,0,0.96,0.32,0.34,0.66
2022-10-02 05:00:00+02:00,68.38,304.84,14100,13538,77,2868,58,759,4809,226,134,116,0,0,4591,13638,4841,8797,0,0,0.95,0.34,0.35,0.65
2022-10-02 06:00:00+02:00,72.06,278.63,14450,13707,76,2729,58,807,4892,231,134,130,0,13,4658,13728,4935,8793,0,0,0.94,0.34,0.36,0.64
2022-10-02 07:00:00+02:00,76.87,399.96,15450,14291,75,3342,58,809,4913,233,83,135,0,160,4637,14445,5015,9430,0.03,0.01,0.92,0.32,0.35,0.65
2022-10-02 08:00:00+02:00,97.37,350.38,16550,15452,75,3632,58,811,4979,236,0,147,38,780,4738,15494,5703,9791,0.14,0.05,0.83,0.31,0.37,0.63
2022-10-02 09:00:00+02:00,92.79,350.77,17250,16265,75,3621,58,811,4971,232,0,154,43,1642,4723,16330,6562,9768,0.25,0.1,0.72,0.29,0.4,0.6
2022-10-02 10:00:00+02:00,74.85,323.59,17550,16851,73,3392,58,811,4888,229,0,145,5,2569,4832,17002,7551,9451,0.34,0.15,0.64,0.28,0.44,0.56
2022-10-02 11:00:00+02:00,78.45,320.06,17550,16874,67,3081,57,837,4873,228,0,141,0,3031,4995,17310,8167,9143,0.37,0.18,0.61,0.29,0.47,0.53
2022-10-02 12:00:00+02:00,59.43,301.03,17550,16739,70,2930,57,814,4831,228,0,140,0,3239,4848,17157,8227,8930,0.39,0.19,0.59,0.28,0.48,0.52
2022-10-02 13:00:00+02:00,57.54,295.45,17550,16784,71,2982,53,822,4945,229,0,138,0,3100,4768,17108,8006,9102,0.39,0.18,0.6,0.28,0.47,0.53
2022-10-02 14:00:00+02:00,55.66,292.99,17200,16331,67,3237,49,802,4895,227,0,126,0,2919,4415,16737,7460,9277,0.39,0.17,0.59,0.26,0.45,0.55
2022-10-02 15:00:00+02:00,65.05,315.14,16950,16194,67,3638,50,790,4982,227,17,131,0,2577,3989,16468,6714,9754,0.38,0.16,0.59,0.24,0.41,0.59
2022-10-02 16:00:00+02:00,92.79,376.97,16900,16212,67,3715,49,808,5546,227,445,150,0,1631,3704,16342,5930,10412,0.28,0.1,0.62,0.23,0.36,0.64
2022-10-02 17:00:00+02:00,81.92,501.33,17400,16715,67,3855,50,842,5953,229,851,162,0,616,3556,16181,5185,10996,0.12,0.04,0.69,0.22,0.32,0.68
2022-10-02 18:00:00+02:00,82.62,500.94,19000,17549,67,4012,51,828,6331,229,883,172,38,109,3491,16211,4693,11518,0.02,0.01,0.74,0.22,0.29,0.71
2022-10-02 19:00:00+02:00,103.6,500.92,19000,18477,67,4259,52,877,6611,230,771,176,43,0,3988,17074,4978,12096,0,0,0.8,0.23,0.29,0.71
2022-10-02 20:00:00+02:00,91.97,489.42,18850,18149,67,4289,53,827,6361,237,281,175,43,0,4487,16820,4986,11834,0,0,0.9,0.27,0.3,0.7
2022-10-02 21:00:00+02:00,72.33,388.23,17850,17296,67,4252,55,807,5592,237,17,165,43,0,4875,16110,5100,11010,0,0,0.96,0.3,0.32,0.68
2022-10-02 22:00:00+02:00,72.38,369.07,16800,16443,67,4225,55,814,5370,238,11,135,43,0,5295,16253,5484,10769,0,0,0.97,0.33,0.34,0.66
2022-10-02 23:00:00+02:00,98.32,356.53,15900,15433,68,3901,56,816,5185,239,1,122,5,0,5551,15944,5679,10265,0,0,0.98,0.35,0.36,0.64
2022-10-03 00:00:00+02:00,90.47,388.93,14283,14653,76,3678,56,812,5003,240,0,120,0,0,5689,15674,5809,9865,0,0,0.98,0.36,0.37,0.63
2022-10-03 01:00:00+02:00,99.76,386.08,13835,14208,77,3520,56,814,4957,241,0,121,0,0,5889,15675,6010,9665,0,0,0.98,0.38,0.38,0.62
2022-10-03 02:00:00+02:00,94.38,370.63,13637,13991,76,3124,56,825,4955,241,0,121,0,0,5931,15329,6052,9277,0,0,0.98,0.39,0.39,0.61
2022-10-03 03:00:00+02:00,91.3,364.29,13631,14038,77,3114,55,819,4958,239,0,121,0,0,6049,15432,6170,9262,0,0,0.98,0.39,0.4,0.6
2022-10-03 04:00:00+02:00,101.63,389.19,14051,14531,76,3746,55,811,5065,239,0,121,0,0,6180,16293,6301,9992,0,0,0.98,0.38,0.39,0.61
2022-10-03 05:00:00+02:00,104.11,397.88,15363,15676,77,4079,55,805,5257,240,0,121,0,0,6342,16976,6463,10513,0,0,0.98,0.37,0.38,0.62
2022-10-03 06:00:00+02:00,79.76,348.65,18534,18488,77,4490,55,803,5590,242,0,121,38,6,6338,17760,6503,11257,0,0,0.97,0.36,0.37,0.63
2022-10-03 07:00:00+02:00,102.46,452,20491,20461,68,4867,54,837,6352,242,74,123,43,109,6305,19074,6654,12420,0.02,0.01,0.95,0.33,0.35,0.65
2022-10-03 08:00:00+02:00,105.63,502.98,21694,21650,67,4887,54,804,7012,241,241,127,43,511,6355,20342,7277,13065,0.07,0.03,0.87,0.31,0.36,0.64
2022-10-03 09:00:00+02:00,103.86,502.4,22158,22028,67,4757,52,789,6960,239,452,126,43,1068,6233,20786,7922,12864,0.13,0.05,0.79,0.3,0.38,0.62
2022-10-03 10:00:00+02:00,100.74,488.17,22051,21995,67,4838,54,801,6627,238,77,126,5,1572,6306,20711,8086,12625,0.19,0.08,0.78,0.3,0.39,0.61
2022-10-03 11:00:00+02:00,84.79,443.93,22159,22209,67,4922,52,818,6272,239,10,125,0,2084,6161,20750,8380,12370,0.25,0.1,0.74,0.3,0.4,0.6
2022-10-03 12:00:00+02:00,88.41,470.31,22131,22236,67,4878,47,813,6218,236,0,127,0,2335,6278,20999,8740,12259,0.27,0.11,0.72,0.3,0.42,0.58
2022-10-03 13:00:00+02:00,95.02,460.45,21950,22125,67,4797,45,817,6257,235,0,127,0,2503,6323,21171,8953,12218,0.28,0.12,0.71,0.3,0.42,0.58
2022-10-03 14:00:00+02:00,85.77,414.78,21447,21450,67,4627,45,806,6033,234,0,121,0,2434,6230,20597,8785,11812,0.28,0.12,0.71,0.3,0.43,0.57
2022-10-03 15:00:00+02:00,97.91,475.4,21531,21165,67,4726,45,795,6257,231,0,124,0,1968,5975,20188,8067,12121,0.24,0.1,0.74,0.3,0.4,0.6
2022-10-03 16:00:00+02:00,103.73,501.75,21475,21192,67,4815,46,814,6799,232,0,139,0,1349,5567,19828,7055,12773,0.19,0.07,0.79,0.28,0.36,0.64
2022-10-03 17:00:00+02:00,124.08,519.09,21493,21263,68,4960,51,818,7797,236,17,150,0,432,5166,19695,5765,13930,0.07,0.02,0.9,0.26,0.29,0.71
2022-10-03 18:00:00+02:00,119.95,603.17,22049,22044,77,4854,52,853,8599,234,551,170,38,45,4888,20361,5692,14669,0.01,0,0.86,0.24,0.28,0.72
2022-10-03 19:00:00+02:00,153.24,800.35,22877,22901,77,4911,53,1111,9052,236,930,186,43,0,4739,21338,5898,15440,0,0,0.8,0.22,0.28,0.72
2022-10-03 20:00:00+02:00,133.44,656.91,22371,22301,77,5030,54,933,8828,235,625,192,43,0,4775,20792,5635,15157,0,0,0.85,0.23,0.27,0.73
2022-10-03 21:00:00+02:00,108.1,513.98,20762,20829,77,4797,55,804,7718,237,341,193,43,0,5005,19270,5582,13688,0,0,0.9,0.26,0.29,0.71
2022-10-03 22:00:00+02:00,112.4,410.27,19050,19042,76,4161,55,820,6974,238,34,154,5,0,5060,17577,5253,12324,0,0,0.96,0.29,0.3,0.7
2022-10-03 23:00:00+02:00,99.24,397.87,17696,17635,77,3545,56,826,6702,235,0,144,0,0,4844,16429,4988,11441,0,0,0.97,0.29,0.3,0.7
2022-10-04 00:00:00+02:00,96.84,359,17000,16709,77,3461,58,821,6650,231,0,140,0,0,4694,16132,4834,11298,0,0,0.97,0.29,0.3,0.7
2022-10-04 01:00:00+02:00,111.07,410.15,16300,16217,77,3951,56,823,6634,228,0,139,0,0,4633,16541,4772,11769,0,0,0.97,0.28,0.29,0.71
2022-10-04 02:00:00+02:00,113.94,411.02,16000,15837,77,4240,57,816,6605,229,0,139,0,0,4399,16562,4538,12024,0,0,0.97,0.27,0.27,0.73
2022-10-04 03:00:00+02:00,118.18,411.01,16050,15944,77,4348,57,815,6623,227,0,139,0,0,4446,16732,4585,12147,0,0,0.97,0.27,0.27,0.73
2022-10-04 04:00:00+02:00,111.93,410.38,16500,16126,77,4016,58,813,6674,229,0,139,0,0,4440,16446,4579,11867,0,0,0.97,0.27,0.28,0.72
2022-10-04 05:00:00+02:00,107.92,375.17,17950,16948,77,3807,57,802,6722,232,0,139,0,0,4388,16224,4527,11697,0,0,0.97,0.27,0.28,0.72
2022-10-04 06:00:00+02:00,151.21,606.63,20650,19421,85,5149,55,803,7203,233,0,139,38,3,4306,18014,4486,13528,0,0,0.96,0.24,0.25,0.75
